subject_id,baseline_readiness,motivation,resource_access,propensity,assigned,received_service,expected_y0,expected_y1,y0,y1,observed_outcome,true_effect,observed,is_synthetic
SYN-00001,73.22806277805631,0.552522090152259,0.951544331863469,0.8069692185503621,True,True,73.82459485440855,76.17353940168947,71.12202442289093,73.47096897017185,73.47096897017185,2.348944547280926,True,True
SYN-00002,40.80160724113173,0.28949822112735335,0.14801448096800218,0.2411349348092569,True,True,47.42908839962645,50.85181578873812,50.599770697977306,54.02249808708898,54.02249808708898,3.4227273891116736,False,True
SYN-00003,71.69737131664158,0.2663936045493346,0.26160576257007584,0.5772311708158901,True,True,67.78086324249199,71.02165140091154,65.33499450188076,68.5757826603003,68.5757826603003,3.2407881584195537,True,True
SYN-00004,73.54544106828082,0.7191220367719479,0.6096538531272072,0.8000995030172574,True,True,73.99612840106694,76.94120863976211,74.32945355902183,77.274533797717,77.274533797717,2.945080238695163,True,True
SYN-00005,55.192471164971394,0.5704963705176443,0.124569375468634,0.47539942854383593,True,True,58.9373547232471,62.53574884530297,62.39626253954418,65.99465666160006,65.99465666160006,3.5983941220558715,True,True
SYN-00006,56.90169172403546,0.06455379998057242,0.2880402970018807,0.34674975990830975,True,False,56.65469120847516,59.75490766296262,57.901832471383905,61.00204892587137,61.00204892587137,3.100216454487465,True,True
SYN-00007,51.48703445408472,0.9698502946979111,0.1785839306349748,0.5944560492085214,True,True,59.93971047527826,63.65675972667476,58.06443448609701,61.7814837374935,61.7814837374935,3.7170492513964932,True,True
SYN-00008,56.546703350126535,0.864846097955368,0.12412300687415512,0.5995478499506668,False,False,62.170617988721816,65.91685652738826,59.900629996846874,63.64686853551332,59.900629996846874,3.7462385386664514,True,True
SYN-00009,68.9595458649315,0.4894899886548585,0.9183553300996795,0.7528618669638787,True,True,70.41304604184306,72.78025804102097,68.33847374723729,70.7056857464152,70.7056857464152,2.36721199917791,True,True
SYN-00010,42.85099094330215,0.4594161478116794,0.5048790438829687,0.3826796104193495,True,True,51.54798947117171,54.520378979253096,53.9724976153192,56.944887123400584,56.944887123400584,2.972389508081387,True,True
SYN-00011,51.65365504539588,0.5644121900591674,0.45274144581290066,0.5071245336033098,True,True,57.901139083232266,61.004233009542496,57.96171505130467,61.0648089776149,61.0648089776149,3.103093926310233,True,True
SYN-00012,61.99841587636921,0.7023686436110601,0.038330847580680616,0.5812676630560104,True,False,64.07124285885119,67.8649309092857,61.348107219928025,65.14179527036254,65.14179527036254,3.793688050434509,True,True
SYN-00013,48.95044733679176,0.25121938974958524,0.23059659276339195,0.3180248161909631,True,True,52.7499322579649,56.029647063694604,58.23216475234499,61.511879558074696,61.511879558074696,3.279714805729705,True,True
SYN-00014,61.914836177299165,0.22992064355568553,0.15128725966644174,0.42976919945188047,True,True,60.68915770235571,64.07718713463389,61.37875942480079,64.76678885707898,64.76678885707898,3.38802943227818,True,True
SYN-00015,41.17651595548335,0.9984903721555879,0.2692126839014797,0.5107408952870127,True,False,53.82950908391479,57.424935244140364,51.42176574503992,55.01719190526549,55.01719190526549,3.5954261602255744,True,True
SYN-00016,49.93172178877414,0.959145629543636,0.4050107905823235,0.6224959056210375,True,False,59.74882736138158,63.120883990279914,62.209936270432856,65.58199289933118,65.58199289933118,3.372056628898333,True,True
SYN-00017,61.10587582510672,0.35084696319459907,0.7571267521082767,0.6004760235797364,True,True,63.55410200030928,66.09383535374417,66.25355523465852,68.79328858809342,68.79328858809342,2.5397333534348845,False,True
SYN-00018,36.857584971011995,0.41176216362199025,0.7222813162935448,0.34893763050744936,True,True,48.1406528053079,50.76311191267858,49.09693350324981,51.71939261062049,51.71939261062049,2.6224591073706778,True,True
SYN-00019,53.69899027185316,0.3157104745295326,0.9503304831263747,0.5486747842827151,True,True,59.231349405446316,61.463708918021524,54.596835024721784,56.82919453729699,56.82919453729699,2.2323595125752043,True,True
SYN-00020,47.322283560441676,0.01972652589104773,0.7333155130909762,0.3249921068014339,True,True,51.85055857377938,54.26044856708844,49.27966689388451,51.68955688719357,51.68955688719357,2.4098899933090596,True,True
SYN-00021,40.76022060607056,0.19387366583779497,0.959313198864165,0.3631778645798043,True,True,49.882385516104875,52.040352550727526,49.95684879643547,52.114815831058124,52.114815831058124,2.15796703462265,True,True
SYN-00022,60.81536902154656,0.3739927198206444,0.9144702010594887,0.6389255728377402,False,False,64.17981242680838,66.49510348512948,64.42142822681721,66.7367192851383,64.42142822681721,2.315291058321089,True,True
SYN-00023,72.59656386714335,0.9335905409218891,0.12344048085347459,0.7735257343035947,False,False,73.15025276443218,76.93188731361292,69.92961163486521,73.71124618404595,69.92961163486521,3.781634549180733,True,True
SYN-00024,66.02504722318898,0.8815613366538778,0.5378381455169183,0.7733848281090868,True,True,70.12012397037154,73.2541474204231,67.15207270519487,70.28609615524643,70.28609615524643,3.1340234500515614,True,True
SYN-00025,58.62573305096966,0.5152777964068652,0.3595460428022781,0.5460357800137727,True,True,61.66713302559431,64.88545285959432,65.91845535329726,69.13677518729727,69.13677518729727,3.2183198340000154,True,True
SYN-00026,65.95393886378646,0.3180842930894774,0.7636338320998736,0.641602014801378,True,False,66.46926993457652,68.98286133297144,60.90302960099687,63.41662099939179,63.41662099939179,2.5135913983949285,True,True
SYN-00027,67.02421936427632,0.09850091761172863,0.8052647549754397,0.5838454319191615,False,False,65.57480894757519,67.91616227391789,67.7154406004185,70.0567939267612,67.7154406004185,2.3413533263427047,True,True
SYN-00028,46.0565223852298,0.6521118746404475,0.9582010355779689,0.5897887742633832,True,True,56.98643868983483,59.3751930737881,55.441722015711385,57.830476399664654,57.830476399664654,2.3887543839532706,True,True
SYN-00029,57.70709693727548,0.3165479645560825,0.7158129367029654,0.5413734196916624,False,False,60.90524847248958,63.489803049713174,59.52628021812812,62.110834795351714,59.52628021812812,2.584554577223593,True,True
SYN-00030,63.46141535248258,0.6059582384644611,0.7117025054972406,0.701663793735898,True,True,66.94439590881832,69.67982126980469,68.13720758879577,70.87263294978214,70.87263294978214,2.7354253609863695,True,True
SYN-00031,35.10025789816972,0.5881469993340981,0.8658764123346245,0.42336394254061765,False,False,48.983849277821605,51.47910815898672,54.003058780684206,56.49831766184932,54.003058780684206,2.495258881165112,True,True
SYN-00032,57.65854763032047,0.6553901836430711,0.3312223897143367,0.5807419891703741,True,True,62.04606698771022,65.37692849496025,62.923824580860696,66.25468608811073,66.25468608811073,3.3308615072500305,True,True
SYN-00033,62.98462721500836,0.5130472186889979,0.5595871102595164,0.6358756168352834,False,False,65.28273388030549,68.19987682426071,61.628076169035126,64.54521911299035,61.628076169035126,2.9171429439552243,True,True
SYN-00034,35.097932474258016,0.27630677917973967,0.43356724969097604,0.23759283024915254,True,True,44.758379340469524,47.74618185552293,48.37498424476458,51.362786759817986,51.362786759817986,2.9878025150534055,True,True
SYN-00035,47.97948902769068,0.862886201254397,0.9549625636558661,0.6819770845181149,True,True,59.90960773265759,62.408606987800994,58.48403110373455,60.983030358877954,60.983030358877954,2.4989992551433993,True,True
SYN-00036,62.814426711176345,0.5517406916698195,0.7501380236418187,0.6855474359845147,True,True,66.24385499019046,68.89451830056264,63.43301716054789,66.08368047092007,66.08368047092007,2.650663310372182,True,True
SYN-00037,47.60898175695775,0.8564310529095659,0.0961502674695891,0.4908975055753441,True,False,56.181887635177425,59.96587776042782,55.27283326806597,59.05682339331637,59.05682339331637,3.7839901252503996,True,True
SYN-00038,50.352186051837265,0.28319697759496965,0.03138262706179262,0.30341003789729204,True,True,53.12002726270116,56.71455181090595,54.13559267594167,57.73011722414647,57.73011722414647,3.5945245482047956,True,True
SYN-00039,45.79519539194749,0.05012064571288466,0.5411138560243381,0.28352708903130114,False,False,50.3322975945663,53.04568713338623,52.087608097010154,54.800997635830086,52.087608097010154,2.713389538819935,True,True
SYN-00040,43.557429211310236,0.7801539118586076,0.0940723482636141,0.4170197554025764,False,False,52.92984967527497,56.678818108808855,58.1607882720084,61.909756705542286,58.1607882720084,3.7489684335338826,True,True
SYN-00041,54.276853445810275,0.04723386376762828,0.6721489705997624,0.3937069197954794,True,True,56.346421532316754,58.86181500830092,57.284247622881416,59.799641098865585,59.799641098865585,2.5153934759841707,True,True
SYN-00042,37.94778069899171,0.25388426926144525,0.9062170500617105,0.3439077120153373,False,False,48.32199980868302,50.58961636822117,51.97619659567747,54.243813155215626,51.97619659567747,2.267616559538157,True,True
SYN-00043,74.5320960116781,0.1438312909838787,0.13241582361870652,0.5346606938010968,True,True,68.12617602993663,71.49946794000051,69.41540473420336,72.78869664426725,72.78869664426725,3.3732919100638794,True,True
SYN-00044,61.750266047403535,0.11525688457597982,0.9584432027916496,0.5656798093010695,False,False,62.89350081858674,65.01346445668726,65.49495870867031,67.61492234677084,65.49495870867031,2.1199636381005154,True,True
SYN-00045,61.091722355732685,0.8844808496893221,0.4178862355219103,0.7113493225958422,True,True,66.45701127082846,69.77242234239026,67.25455687284632,70.56996794440812,70.56996794440812,3.3154110715617957,True,True
SYN-00046,48.42370320615138,0.345948164017191,0.9541390628196293,0.501678505404706,False,False,56.059548647414445,58.30131413519359,58.634964383970086,60.876729871749234,58.634964383970086,2.2417654877791513,True,True
SYN-00047,63.92935910775306,0.6631463180469729,0.35493048178789555,0.6549745213084152,False,False,66.27897589156686,69.5781533279085,63.06177564626349,66.36095308260512,63.06177564626349,3.299177436341643,True,True
SYN-00048,42.9751812237314,0.5192545783509641,0.10807468746848559,0.3230111940898137,True,False,50.52020317210707,54.11771843007982,54.82769420645369,58.425209464426445,58.425209464426445,3.597515257972754,True,True
SYN-00049,36.18578514608672,0.007606765543455629,0.06695416169606527,0.1358763284441103,False,False,41.849431116088276,45.25280325631591,37.493719820242795,40.897091960470426,37.493719820242795,3.4033721402276296,True,True
SYN-00050,62.83664775646042,0.36176701212375373,0.6238639293388671,0.5943016712286492,False,False,64.23341285604478,66.97850046809836,65.308985213685,68.05407282573859,65.308985213685,2.745087612053576,True,True
SYN-00051,67.64657549951886,0.7395651693813884,0.2515188959871433,0.6963148929522738,False,False,68.89287101368694,72.38537525439692,72.53706213525695,76.02956637596692,72.53706213525695,3.4925042407099793,True,True
SYN-00052,62.20203911510822,0.1205718951625574,0.7396696081501685,0.5238948468099177,False,False,62.35457901872147,64.8053605540775,55.95793478579087,58.40871632114689,55.95793478579087,2.450781535356026,True,True
SYN-00053,63.59276937228872,0.47786988215567217,0.33249180438561643,0.581205018118151,True,True,64.4882263667755,67.72842360127491,61.841801897501355,65.08199913200076,65.08199913200076,3.2401972344994117,True,True
SYN-00054,60.05303672819832,0.9516556699426804,0.50725325400264,0.7381544167277824,True,True,66.67673224888092,69.8916802028483,63.10521524042217,66.32016319438955,66.32016319438955,3.21494795396738,True,True
SYN-00055,37.988136612740234,0.0012323072640673116,0.12507953278346118,0.15108534105747554,False,False,43.20246538752754,46.51546224198438,52.05051320953088,55.36351006398772,52.05051320953088,3.3129968544568418,True,True
SYN-00056,42.11491866000762,0.7815825277207684,0.3123554540494914,0.4498355999748777,True,True,52.87677916696907,56.299037249755216,53.50743420566088,56.92969228844702,56.92969228844702,3.422258082786147,False,True
SYN-00057,72.81308655970814,0.48096115594049194,0.8596578664943287,0.7723665721039504,True,True,72.61482697731152,75.06582075554027,75.20241547288904,77.6534092511178,77.6534092511178,2.450993778228753,True,True
SYN-00058,63.48388557631533,0.4446241215537958,0.017090143098768218,0.49727306755113637,False,False,62.8898791694304,66.58655601555914,64.31635520088649,68.01303204701523,64.31635520088649,3.6966768461287454,True,True
SYN-00059,61.70341330464768,0.38029812575457045,0.8156557601717042,0.6297608442984017,False,False,64.41222669474438,66.8788921173641,62.86237907973023,65.32904450234996,62.86237907973023,2.466665422619729,False,True
SYN-00060,70.89141146340421,0.938674636474451,0.47932205354810387,0.8144993613070524,False,False,73.50610275720076,76.75645699511584,67.2266975876551,70.47705182557017,67.2266975876551,3.2503542379150696,True,True
SYN-00061,36.09290187122771,0.06620701129610262,0.3034887279273586,0.1746002061127082,False,False,43.20399721837627,46.281867632133284,41.65595694453924,44.73382735829625,41.65595694453924,3.0778704137570134,False,True
SYN-00062,36.30158701214818,0.18154045829852006,0.7528116157254194,0.2755612195248255,False,False,46.05960168718616,48.52115449274729,47.84299119579271,50.30454400135385,47.84299119579271,2.461552805561131,True,True
SYN-00063,68.16878777696759,0.817092903839968,0.001589062790433582,0.6780151116121503,False,False,68.85281153691042,72.75897439464475,76.95169017314754,80.85785303088187,76.95169017314754,3.9061628577343335,True,True
